Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W,Is Regional
Rocky Point,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Rokeby,VIC,3821,-38.0844084,146.002705,-38.031435,146.1405073,-38.3308121,145.850134,True
Rokewood,VIC,3330,-37.9359743,143.7152249,-37.8654548,143.8625229,-37.9872789,143.6361756,True
Romsey,VIC,3434,-37.3550485,144.7192376,-37.2840653,144.863818,-37.4201716,144.6260266,True
Rosanna,VIC,3084,-37.7436031,145.0769045,-37.7269902,145.1089473,-37.770323,145.051212,False
Rosebery,VIC,3395,-35.9172982,142.4039296,-35.8014756,142.6989328,-36.0280639,142.164853,True
Rosebrook,VIC,3285,-38.2498873,141.9822579,-38.1505574,142.2931766,-38.3778222,141.6607654,True
Rosebud,VIC,3939,-38.4218526,144.8951287,-38.3494372,144.9552767,-38.4999344,144.8298611,False
Rosedale,VIC,3847,-38.2317005,146.8086278,-38.040344,146.996695,-38.3692818,146.6966418,True
Roses Gap,VIC,3385,-36.9066682,142.6600232,-36.69031,142.7824239,-37.0526529,142.4198366,True
Roslynmead,VIC,3564,-36.1149809,144.6314321,-35.9332286,144.9328556,-36.2487,144.2762737,True
Rossbridge,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Rowsley,VIC,3340,-37.7356162,144.4123303,-37.546397,144.5562253,-37.8981559,144.2106852,True
Rowville,VIC,3178,-37.9210442,145.2424941,-37.8996972,145.2815407,-37.9520755,145.2048228,False
Roxburgh Park,VIC,3064,-37.5424079,144.9391595,-37.5020666,145.028393,-37.641399,144.8483299,False
Rubicon,VIC,3712,-37.3476485,145.8245558,-37.2179568,145.9412719,-37.4883612,145.750032,True
Ruffy,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Runnymede,VIC,3558,-36.4802144,144.5875645,-36.4065925,144.7368635,-36.5986015,144.4300634,True
Rupanyup,VIC,3388,-36.6090828,142.6600232,-36.5222767,142.8738141,-36.7614436,142.5565718,True
Rushworth,VIC,3612,-36.602205,145.005249,-36.4989159,145.1739887,-36.745476,144.8680392,True
Russells Bridge,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621,True
Rutherglen,VIC,3685,-36.0564816,146.4495924,-35.957559,146.6682867,-36.1363126,146.1749674,True
Ryanston,VIC,3992,-38.5123976,145.6023644,-38.47033,145.6475666,-38.5968058,145.5084685,True
Rye,VIC,3941,-38.3862088,144.8181305,-38.3627018,144.8633573,-38.4338593,144.7836266,False
Rythdale,VIC,3810,-38.0578366,145.4693163,-37.9758333,145.5497833,-38.1592989,145.430803,True
Safety Beach,VIC,3936,-38.3352183,144.9942305,-38.3021201,145.0646621,-38.3798301,144.9372492,False
Sailors Gully,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Sailors Hill,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Saint Albans,VIC,3021,-37.7435941,144.8016402,-37.725558,144.8391831,-37.7683741,144.7569397,False
Saint Albans Park,VIC,3219,-38.176358,144.3849841,-38.143366,144.4070034,-38.2147909,144.364281,True
Saint Andrews Beach,VIC,3941,-38.3862088,144.8181305,-38.3627018,144.8633573,-38.4338593,144.7836266,False
Saint Arnaud,VIC,3478,-37.0021242,143.2827118,-36.341758,143.4337679,-37.141114,143.1054241,True
Saint Arnaud North,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Saint Clair,VIC,3995,-38.6238593,145.6023644,-38.4739225,145.7340101,-38.68107,145.4284972,True
Saint Germains,VIC,3620,-36.2508546,145.093449,-36.1481783,145.186553,-36.4015089,144.9318893,True
Saint Helena,VIC,3088,-37.698595,145.1099967,-37.6792029,145.1437046,-37.7203323,145.0678388,False
Saint Helens,VIC,3285,-38.2498873,141.9822579,-38.1505574,142.2931766,-38.3778222,141.6607654,True
Saint James,VIC,3727,-36.2467001,145.958135,-36.1701909,146.1127502,-36.2992157,145.7761579,True
Saint Kilda,VIC,3182,-37.8595773,144.9777054,-37.852189,144.9932622,-37.8762914,144.9656945,False
Saint Kilda East,VIC,3183,-37.8670566,144.9997396,-37.8579062,145.0105213,-37.8780509,144.9896549,False
Saint Kilda West,VIC,3182,-37.8595773,144.9777054,-37.852189,144.9932622,-37.8762914,144.9656945,False
Saint Leonards,VIC,3223,-38.1610488,144.6753231,-38.107765,144.7203096,-38.2199695,144.5860113,True
Sale,VIC,3850,-38.096577,147.0675028,-38.0651811,147.1321313,-38.1470244,146.9918727,True
Salisbury West,VIC,3517,-36.515547,143.8671868,-36.1986619,144.0626249,-36.6898129,143.642929,True
San Remo,VIC,3925,-38.5282425,145.3862638,-38.4934126,145.4534336,-38.5675336,145.3041642,True
Sandhurst,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Sandon,VIC,3462,-37.0911657,144.0630048,-37.0355739,144.1497229,-37.2053397,143.9810999,True
Sandringham,VIC,3191,-37.9533967,145.0135139,-37.941799,145.031786,-37.9631859,144.9928361,False
Sandy Creek,VIC,3695,-36.3055342,147.1238691,-36.1848167,147.197373,-36.4521525,147.0242414,True
Sandy Point,VIC,3959,-38.760009,146.0696009,-38.649467,146.1879139,-38.8648749,145.9834399,True
Sarsfield,VIC,3875,-37.6874281,147.5532762,-37.2049709,147.8452944,-38.073053,147.3006548,True
Sassafras,VIC,3787,-37.8645935,145.353065,-37.8511508,145.3636779,-37.8773439,145.3265962,False
Sassafras Gully,VIC,3787,-37.8645935,145.353065,-37.8511508,145.3636779,-37.8773439,145.3265962,False
Scarsdale,VIC,3351,-37.6978029,143.0029169,-37.5156466,143.8177774,-37.9332909,142.7178929,True
Scoresby,VIC,3179,-37.9042587,145.220397,-37.8877088,145.2398636,-37.9227425,145.1960602,False
Scotts Creek,VIC,3267,-38.467729,143.0781416,-38.4004488,143.169144,-38.5128529,143.0128272,True
Sea Lake,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203,True
Seabrook,VIC,3028,-37.8760399,144.7796581,-37.8441716,144.8083942,-37.9000543,144.7504168,False
Seacombe,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
Seaford,VIC,3198,-38.1021858,145.1431018,-38.0817394,145.1620438,-38.130777,145.1222085,False
Seaholme,VIC,3018,-37.859343,144.8126334,-37.8445177,144.8677146,-37.8819955,144.777726,False
Seaspray,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
Sebastian,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Sebastopol,VIC,3356,-37.5881949,143.8183092,-37.5666878,143.850659,-37.6236009,143.78023,True
Seddon,VIC,3011,-37.7960195,144.9006313,-37.7863629,144.916504,-37.8152953,144.8792799,False
Seddon West,VIC,3011,-37.7960195,144.9006313,-37.7863629,144.916504,-37.8152953,144.8792799,False
Selby,VIC,3159,-37.9225135,145.3862638,-37.901251,145.4229184,-37.9402742,145.3596429,False
Separation Creek,VIC,3234,-38.6077436,143.8454596,-38.5665868,143.9461029,-38.7152079,143.7298724,True
Serviceton,VIC,3420,-36.0603124,141.095836,-35.8603604,141.2800977,-36.6299371,140.9634945,True
Seville,VIC,3139,-37.8251456,145.5579927,-37.6996821,145.6863123,-37.9189939,145.4041549,True
Seville East,VIC,3139,-37.8251456,145.5579927,-37.6996821,145.6863123,-37.9189939,145.4041549,True
Seymour,VIC,3660,-37.0435482,145.2480193,-36.885474,145.543928,-37.2119387,144.9590299,True
Shays Flat,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
She Oaks,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621,True
Sheans Creek,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Sheep Hills,VIC,3392,-36.4286658,142.5745556,-36.2886098,142.8077254,-36.548645,142.466782,True
Shelbourne,VIC,3515,-36.8284445,144.0630048,-36.706172,144.1863578,-36.9163067,143.9783998,True
Shelford,VIC,3329,-37.9976266,143.88892,-37.8834459,144.0400679,-38.0757738,143.729862,True
Shepherds Flat,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Shepparton,VIC,3630,-36.4615673,145.5579927,-36.3207199,145.6677833,-36.520717,145.3519059,True
Shepparton East,VIC,3631,-36.4324574,145.4693163,-36.2953091,145.6992588,-36.62744,145.2976848,True
Shepparton North,VIC,3631,-36.4324574,145.4693163,-36.2953091,145.6992588,-36.62744,145.2976848,True
Shepparton South,VIC,3630,-36.4615673,145.5579927,-36.3207199,145.6677833,-36.520717,145.3519059,True
Sherbrooke,VIC,3789,-37.8963853,145.3641298,-37.8721861,145.373979,-37.9082859,145.3412909,False
Shoreham,VIC,3916,-38.4161358,145.0548502,-38.373991,145.1039659,-38.4540826,144.9976203,False
Sidonia,VIC,3444,-37.1335012,144.5656396,-36.888878,144.7352175,-37.364811,144.2901019,True
Silvan,VIC,3795,-37.8342877,145.4305486,-37.800703,145.4858848,-37.8633069,145.3880928,False
Silverleaves,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Simpson,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044,True
Simson,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Skenes Creek,VIC,3233,-38.7494709,143.6285244,-38.677739,143.7399771,-38.8576939,143.4933339,True
Skenes Creek North,VIC,3233,-38.7494709,143.6285244,-38.677739,143.7399771,-38.8576939,143.4933339,True
Skipton,VIC,3361,-37.7488709,143.3474304,-37.6116738,143.4575726,-37.8412184,143.081697,True
Skye,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Smiths Beach,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Smiths Gully,VIC,3760,-37.6267001,145.2867055,-37.6057589,145.3241921,-37.6506718,145.254078,False
Smokeytown,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369,True
Smoko,VIC,3741,-36.882628,147.0562333,-36.628243,147.2780967,-37.1825209,146.92749,True
Snake Island,VIC,3971,-38.5613687,146.6065057,-38.3929499,146.8685003,-38.7913265,146.3915339,True
Somers,VIC,3927,-38.3793743,145.165179,-38.3600749,145.1962409,-38.4014045,145.1316047,False
Somerton,VIC,3062,-37.6332889,144.944665,-37.6209261,144.9732164,-37.6463266,144.934877,False
Somerville,VIC,3912,-38.2242212,145.2148736,-38.1689857,145.2868822,-38.2566769,145.1483328,False
Sorrento,VIC,3943,-38.3477833,144.746696,-38.324579,144.7637796,-38.3629329,144.7223417,False
South Dudley,VIC,3995,-38.6238593,145.6023644,-38.4739225,145.7340101,-38.68107,145.4284972,True
South Geelong,VIC,3220,-38.155681,144.3521811,-38.132269,144.374881,-38.1819569,144.3173034,True
South Kingsville,VIC,3015,-37.8352097,144.8786231,-37.8217966,144.9054755,-37.8579071,144.8609855,False
South Melbourne,VIC,3205,-37.8338889,144.963937,-37.8259473,144.9717679,-37.8421689,144.9403424,False
South Morang,VIC,3752,-37.6377485,145.082419,-37.6107688,145.1233969,-37.66481,145.044096,False
South Wharf,VIC,3006,-37.8245483,144.963937,-37.8192449,144.971423,-37.8314821,144.946908,False
South Yarra,VIC,3141,-37.838568,144.9914761,-37.8276639,145.0064352,-37.8481019,144.9758072,False
Southbank,VIC,3006,-37.8245483,144.963937,-37.8192449,144.971423,-37.8314821,144.946908,False
Southern Cross,VIC,3283,-38.2179522,142.2337184,-38.1134902,142.463786,-38.3609127,142.1337169,True
Southland Centre,VIC,3192,-37.964155,145.0658766,-37.947632,145.0931779,-37.9762783,145.0272577,False
Speed,VIC,3488,-35.4327537,142.4678659,-35.371371,142.6331329,-35.5045445,142.3046967,True
Spotswood,VIC,3015,-37.8352097,144.8786231,-37.8217966,144.9054755,-37.8579071,144.8609855,False
Spring Gully,VIC,3550,-36.7665875,144.2920769,-36.7124378,144.3495606,-36.8152569,144.2375398,True
Spring Hill,VIC,3444,-37.1335012,144.5656396,-36.888878,144.7352175,-37.364811,144.2901019,True
Springbank,VIC,3352,-37.7122033,143.8671868,-37.1152091,144.1788786,-38.0220729,143.455862,True
Springfield,VIC,3434,-37.3550485,144.7192376,-37.2840653,144.863818,-37.4201716,144.6260266,True
Springfield,VIC,3544,-35.4401221,143.1749726,-35.301023,143.4062211,-35.6547672,143.0064806,True
Springhurst,VIC,3682,-36.1723841,146.4495924,-36.0263135,146.5401896,-36.2779069,146.2841836,True
Springmount,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369,True
Springvale,VIC,3171,-37.9473307,145.1541397,-37.9246061,145.1872312,-37.963679,145.1365886,False
Springvale South,VIC,3172,-37.9772192,145.1320653,-37.959242,145.1619903,-37.9908818,145.109249,False
St Andrews,VIC,3761,-37.5919774,145.2811778,-37.5373641,145.3326688,-37.6200095,145.2428149,False
Staceys Bridge,VIC,3971,-38.5613687,146.6065057,-38.3929499,146.8685003,-38.7913265,146.3915339,True
Stanhope,VIC,3623,-36.4617737,144.9832134,-36.4263569,145.0501221,-36.4989833,144.8498855,True
Stanhope South,VIC,3623,-36.4617737,144.9832134,-36.4263569,145.0501221,-36.4989833,144.8498855,True
Stanley,VIC,3747,-36.3851254,146.6962857,-36.246224,146.8306829,-36.4915469,146.5579662,True
Stavely,VIC,3379,-37.5195066,142.6172766,-37.2928974,142.8493301,-37.9079969,142.3534801,True
Stawell,VIC,3380,-37.0517769,142.7777088,-36.9701499,142.84207,-37.118992,142.6749699,True
Stawell West,VIC,3380,-37.0517769,142.7777088,-36.9701499,142.84207,-37.118992,142.6749699,True
Steels Creek,VIC,3775,-37.6158673,145.3807298,-37.5262146,145.472412,-37.7166978,145.2563542,False
Steiglitz,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621,True
Stewarton,VIC,3725,-36.4002774,145.958135,-36.2989698,146.1123359,-36.4714729,145.7246361,True
Stirling,VIC,3893,-37.4768667,147.8026919,-37.390501,147.9886685,-37.6660384,147.6079441,True
Stockyard Hill,VIC,3373,-37.4528631,143.3474304,-37.2694842,143.5740911,-37.644275,143.1135755,True
Stonehaven,VIC,3218,-38.1180538,144.2047333,-38.0647879,144.3540199,-38.1570293,144.0940047,True
Stoneleigh,VIC,3373,-37.4528631,143.3474304,-37.2694842,143.5740911,-37.644275,143.1135755,True
Stony Creek,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Stony Creek,VIC,3957,-38.5941498,146.1030672,-38.546595,146.1629931,-38.639784,146.02466,True
Stonyford,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192,True
Stradbroke,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
Straten,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203,True
Strath Creek,VIC,3658,-37.2372916,145.093449,-37.0821622,145.340692,-37.4725994,144.9766988,True
Strathallan,VIC,3622,-36.2037168,144.8951287,-36.17245,144.9319853,-36.2989515,144.6982255,True
Strathdale,VIC,3550,-36.7665875,144.2920769,-36.7124378,144.3495606,-36.8152569,144.2375398,True
Strathewen,VIC,3099,-37.5885255,145.2148736,-37.5083015,145.3100449,-37.6582539,145.1520099,False
Strathfieldsaye,VIC,3551,-36.8021738,144.4779988,-36.5442999,144.8218411,-36.971224,143.6787928,True
Strathkellar,VIC,3301,-37.7255033,141.8945505,-37.5694379,142.290031,-38.1619965,141.635982,True
Strathlea,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369,True
Strathmerton,VIC,3641,-35.9078595,145.4471613,-35.8047797,145.5315857,-35.9788999,145.3103791,True
Strathmore,VIC,3041,-37.7306079,144.9006313,-37.7092433,144.934666,-37.7445259,144.888478,False
Strathmore Heights,VIC,3041,-37.7306079,144.9006313,-37.7092433,144.934666,-37.7445259,144.888478,False
Streatham,VIC,3351,-37.6978029,143.0029169,-37.5156466,143.8177774,-37.9332909,142.7178929,True
Strzelecki,VIC,3950,-38.4372473,145.8245558,-38.3129176,145.9422098,-38.5095099,145.7645189,True
Stuart Mill,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Studfield,VIC,3152,-37.8668518,145.220397,-37.8378691,145.2545462,-37.8890409,145.1908522,False
Sugarloaf,VIC,3234,-38.6077436,143.8454596,-38.5665868,143.9461029,-38.7152079,143.7298724,True
Sugarloaf Creek,VIC,3658,-37.2372916,145.093449,-37.0821622,145.340692,-37.4725994,144.9766988,True
Suggan Buggan,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Summerlands,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Sunbury,VIC,3429,-37.5424727,144.7192376,-37.4819578,144.8373916,-37.6248259,144.6324815,False
Sunday Creek,VIC,3658,-37.2372916,145.093449,-37.0821622,145.340692,-37.4725994,144.9766988,True
Sunderland Bay,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Sunnycliffs,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025,True
Sunset Strip,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Sunshine,VIC,3020,-37.7791149,144.823628,-37.7461519,144.8542668,-37.8168895,144.787363,False
Sunshine North,VIC,3020,-37.7791149,144.823628,-37.7461519,144.8542668,-37.8168895,144.787363,False
Sunshine West,VIC,3020,-37.7791149,144.823628,-37.7461519,144.8542668,-37.8168895,144.787363,False
Surf Beach,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Surrey Hills,VIC,3127,-37.8259003,145.0989646,-37.8105211,145.115804,-37.837664,145.0856729,False
Surrey Hills North,VIC,3127,-37.8259003,145.0989646,-37.8105211,145.115804,-37.837664,145.0856729,False
Surrey Hills South,VIC,3125,-37.8483275,145.1099967,-37.8359782,145.133485,-37.8610869,145.0937435,False
Sutherlands Creek,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621,True
Sutton,VIC,3530,-35.7166782,143.1534436,-35.6472086,143.3437335,-35.8175269,142.9141689,True
Sutton Grange,VIC,3448,-37.0470063,144.3685809,-36.9440003,144.492278,-37.149895,144.29711,True
Swan Bay,VIC,3225,-38.2407088,144.6643482,-38.1943871,144.7037104,-38.2923909,144.5723941,True
Swan Hill,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829,True
Swan Hill West,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829,True
Swan Island,VIC,3225,-38.2407088,144.6643482,-38.1943871,144.7037104,-38.2923909,144.5723941,True
Swan Marsh,VIC,3249,-38.36853,143.4338092,-38.0913319,143.8065869,-38.6938168,143.2761542,True
Swan Reach,VIC,3903,-37.8097254,147.8594587,-37.7737949,147.9115279,-37.8571108,147.8329629,True
Swanpool,VIC,3673,-36.675664,146.1588712,-36.3948699,146.251779,-36.8854959,145.8232656,True
Swifts Creek,VIC,3896,-37.1819263,147.7799935,-37.0306836,148.0264436,-37.411434,147.5256879,True
Sydenham,VIC,3037,-37.6940036,144.7521888,-37.6629586,144.7932906,-37.7279638,144.7247372,False
Sylvaterre,VIC,3575,-36.0765288,144.1283863,-35.9466074,144.3188929,-36.198859,143.882441,True
Syndal,VIC,3149,-37.8772869,145.1265477,-37.8555136,145.1507529,-37.901255,145.1061479,False
Tabilk,VIC,3607,-36.8378153,145.1706992,-36.817391,145.25704,-36.8930691,145.0922243,True
Tabor,VIC,3289,-37.8854097,142.318772,-37.7545359,142.4609746,-38.036972,142.0744359,True
Taggerty,VIC,3714,-37.1872994,145.6245586,-37.0443318,145.8923062,-37.4183909,145.5520401,True
Tahara,VIC,3301,-37.7255033,141.8945505,-37.5694379,142.290031,-38.1619965,141.635982,True
Tahara West,VIC,3310,-37.7322539,141.5781151,-37.678795,141.674958,-37.7903829,141.4617119,True
Talbot,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Talgarno,VIC,3691,-36.2373927,146.9661233,-35.9427546,147.7366133,-36.6719811,146.7024615,True
Tallangatta,VIC,3700,-36.2031354,147.168985,-36.1073549,147.425306,-36.268702,147.1146189,True
Tallangatta East,VIC,3700,-36.2031354,147.168985,-36.1073549,147.425306,-36.268702,147.1146189,True
Tallarook,VIC,3659,-37.1126329,145.1155133,-37.0539046,145.2412688,-37.2060961,145.0312184,True
Tallygaroopna,VIC,3634,-36.2266803,145.4250118,-36.1599429,145.6316513,-36.3012171,145.2602587,True
Tambo Crossing,VIC,3893,-37.4768667,147.8026919,-37.390501,147.9886685,-37.6660384,147.6079441,True
Tamboon,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325,True
Taminick,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Tamleugh North,VIC,3669,-36.6078959,145.7133909,-36.4355856,145.9821018,-36.9396209,145.5315639,True
Tandarra,VIC,3571,-36.3797092,144.1283863,-36.3028979,144.3440937,-36.4728648,144.031967,True
Tangambalanga,VIC,3691,-36.2373927,146.9661233,-35.9427546,147.7366133,-36.6719811,146.7024615,True
Tanjil,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688,True
Tanjil Bren,VIC,3833,-37.7865626,146.0696009,-37.7020777,146.4562769,-38.0240509,145.7310554,True
Tanjil South,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688,True
Tantaraboo,VIC,3764,-37.2531649,144.9171412,-37.0094339,145.0552189,-37.347999,144.807753,True
Tanwood,VIC,3478,-37.0021242,143.2827118,-36.341758,143.4337679,-37.141114,143.1054241,True
Taradale,VIC,3447,-37.1465105,144.3576473,-37.10443,144.4012699,-37.1775015,144.2921758,True
Tarcombe,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Tarilta,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Tarnagulla,VIC,3551,-36.8021738,144.4779988,-36.5442999,144.8218411,-36.971224,143.6787928,True
Tarneit,VIC,3029,-37.8282806,144.7082568,-37.7469989,144.7691372,-37.89162,144.614677,False
Tarnook,VIC,3670,-36.6394628,145.8690603,-36.5098291,145.9639652,-36.7707189,145.8079099,True
Taroon,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Tarra Valley,VIC,3971,-38.5613687,146.6065057,-38.3929499,146.8685003,-38.7913265,146.3915339,True
Tarranyurk,VIC,3414,-36.314886,142.0639245,-36.1711084,142.1983129,-36.4979032,141.8727159,True
Tarrawarra,VIC,3775,-37.6158673,145.3807298,-37.5262146,145.472412,-37.7166978,145.2563542,False
Tarrayoukyan,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505,True
Tarrengower,VIC,3463,-36.9483008,143.9759139,-36.776202,144.227466,-37.0751249,143.8462136,True
Tarrone,VIC,3283,-38.2179522,142.2337184,-38.1134902,142.463786,-38.3609127,142.1337169,True
Tarwin,VIC,3956,-38.675332,145.8690603,-38.4812148,146.2132479,-38.91061,145.7333853,True
Tarwin Lower,VIC,3956,-38.675332,145.8690603,-38.4812148,146.2132479,-38.91061,145.7333853,True
Tatura,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Tatura East,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Tatyoon,VIC,3378,-37.5026752,143.0244018,-37.411341,143.1855748,-37.5894227,142.874653,True
Tawonga,VIC,3697,-36.6673311,147.168985,-36.607344,147.3147695,-36.7402981,147.0954272,True
Tawonga South,VIC,3698,-36.762851,147.1351462,-36.7132134,147.174543,-36.817838,147.1049179,True
Taylor Bay,VIC,3713,-37.3038068,145.9804173,-37.1116877,146.1860038,-37.534823,145.8444128,True
Taylors Hill,VIC,3037,-37.6940036,144.7521888,-37.6629586,144.7932906,-37.7279638,144.7247372,False
Taylors Lakes,VIC,3038,-37.7024727,144.7906484,-37.6790368,144.8248109,-37.7296802,144.765039,False
Tecoma,VIC,3160,-37.932935,145.3475331,-37.8897701,145.3856655,-37.960924,145.327485,False
Teddywaddy,VIC,3527,-36.0005012,143.2611514,-35.7729149,143.5262194,-36.2330309,142.97339,True
Teesdale,VIC,3328,-38.022066,144.0630048,-37.979134,144.1140671,-38.0654833,143.9962489,True
Telford,VIC,3730,-36.0520717,145.8913207,-35.9524772,146.2168699,-36.134105,145.759846,True
Telopea Downs,VIC,3420,-36.0603124,141.095836,-35.8603604,141.2800977,-36.6299371,140.9634945,True
Templestowe,VIC,3106,-37.7537669,145.1486206,-37.7339536,145.1777138,-37.7785799,145.1175258,False
Templestowe Lower,VIC,3107,-37.7641408,145.1099967,-37.7489925,145.1314611,-37.779596,145.092825,False
Tempy,VIC,3489,-35.3151716,142.4039296,-35.1931368,142.6159246,-35.3867187,142.2326029,True
Tenby Point,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057,True
Tennyson,VIC,3572,-36.3147326,144.3248554,-36.2552519,144.4879932,-36.4113041,144.1315889,True
Terang,VIC,3264,-38.2273268,142.8955875,-38.195373,142.9878183,-38.2970078,142.7827239,True
Terip Terip,VIC,3719,-37.0473079,145.6023644,-36.9545259,145.7382268,-37.1374158,145.5137471,True
Terrappee,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854,True
Terrick Terrick,VIC,3575,-36.0765288,144.1283863,-35.9466074,144.3188929,-36.198859,143.882441,True
Terrick Terrick East,VIC,3573,-36.1663341,144.3904526,-36.0376619,144.4816229,-36.3191668,144.008046,True
Tesbury,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192,True
Thalia,VIC,3527,-36.0005012,143.2611514,-35.7729149,143.5262194,-36.2330309,142.97339,True
The Basin,VIC,3154,-37.8534742,145.3198788,-37.8448618,145.3384792,-37.8670657,145.2988701,False
The Cove,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807,True
The Gurdies,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057,True
The Heart,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
The Patch,VIC,3792,-37.8887708,145.3973329,-37.880956,145.4182959,-37.9012939,145.385361,False
The Sisters,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Thomastown,VIC,3074,-37.6837819,145.0107588,-37.6691035,145.0523604,-37.6973438,144.9706229,False
Thomson,VIC,3219,-38.176358,144.3849841,-38.143366,144.4070034,-38.2147909,144.364281,True
Thoona,VIC,3726,-36.3378842,146.002705,-36.2550516,146.1314308,-36.3991098,145.8310642,True
Thornbury,VIC,3071,-37.7600493,145.0080039,-37.75027,145.0322422,-37.7666312,144.9792043,False
