Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W,Is Regional
Colignan,VIC,3494,-34.540636,142.1487691,-34.3623246,142.4242879,-34.6894453,141.9930328,True
Collingwood,VIC,3066,-37.8009595,144.9873447,-37.793896,144.9937469,-37.8098568,144.9825529,False
Collingwood North,VIC,3066,-37.8009595,144.9873447,-37.793896,144.9937469,-37.8098568,144.9825529,False
Colliver,VIC,3630,-36.4615673,145.5579927,-36.3207199,145.6677833,-36.520717,145.3519059,True
Combienbar,VIC,3889,-37.609984,148.8289611,-37.2980157,149.1688144,-37.7899636,148.5995638,True
Concongella,VIC,3384,-36.9882754,143.0888943,-36.8419554,143.2664741,-37.1354569,142.7951845,True
Condah,VIC,3303,-37.9603082,141.5570726,-37.857658,141.871829,-38.108954,141.4558783,True
Condah Swamp,VIC,3286,-38.0490245,141.9791849,-37.9565109,142.2190938,-38.116374,141.8204457,True
Congupna,VIC,3633,-36.2927129,145.480396,-36.2511429,145.5314529,-36.3243383,145.4157669,True
Connewarre,VIC,3227,-38.2498059,144.4232713,-38.2094409,144.5082509,-38.3033689,144.3525219,True
Connewirricoo,VIC,3318,-37.0613621,141.3050851,-36.8018561,141.599394,-37.249133,140.9716005,True
Coojar,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505,True
Coolaroo,VIC,3048,-37.6539007,144.9226452,-37.6382489,144.9468971,-37.6664619,144.905941,False
Cooma,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Coomboona,VIC,3629,-36.2976747,145.2922335,-36.1570598,145.3829579,-36.445798,145.1500888,True
Coongulla,VIC,3860,-37.6951451,146.9661233,-37.4325262,147.1957947,-38.0393099,146.7263199,True
Coonooer Bridge,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Coonooer West,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Cora Lynn,VIC,3814,-38.0999051,145.6800684,-38.0091193,145.714381,-38.1687989,145.576969,True
Corack,VIC,3480,-36.3286415,142.9170407,-36.1058845,143.2072699,-36.5628149,142.631545,True
Corack East,VIC,3480,-36.3286415,142.9170407,-36.1058845,143.2072699,-36.5628149,142.631545,True
Coragulac,VIC,3249,-38.36853,143.4338092,-38.0913319,143.8065869,-38.6938168,143.2761542,True
Corinella,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057,True
Corio,VIC,3214,-38.0788809,144.3576473,-38.0480049,144.417574,-38.1066231,144.335026,True
Corndale,VIC,3311,-37.5824909,141.2841298,-37.4668829,141.5178249,-37.675684,141.1511158,True
Cornishtown,VIC,3683,-36.1761422,146.5840737,-36.071769,146.7103619,-36.2789159,146.5125329,True
Coronet Bay,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057,True
Corop,VIC,3559,-36.5430106,144.8291259,-36.398758,144.9321509,-36.7296051,144.4693749,True
Corop West,VIC,3558,-36.4802144,144.5875645,-36.4065925,144.7368635,-36.5986015,144.4300634,True
Cororooke,VIC,3254,-38.2962142,143.5256956,-38.2721299,143.5596079,-38.320753,143.5004808,True
Corryong,VIC,3707,-36.4104992,147.9162555,-36.0458384,148.2206572,-36.7858221,147.6508824,True
Cosgrove,VIC,3631,-36.4324574,145.4693163,-36.2953091,145.6992588,-36.62744,145.2976848,True
Cosgrove South,VIC,3631,-36.4324574,145.4693163,-36.2953091,145.6992588,-36.62744,145.2976848,True
Costerfield,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574,True
Cottles Bridge,VIC,3099,-37.5885255,145.2148736,-37.5083015,145.3100449,-37.6582539,145.1520099,False
Cowa,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Cowangie,VIC,3506,-35.1766811,141.3679914,-35.0352014,141.460295,-35.352832,141.2774669,True
Cowes,VIC,3922,-38.4898703,145.2038278,-38.4470477,145.3143454,-38.5299908,145.1162859,True
Cowleys Creek,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807,True
Cowwarr,VIC,3857,-38.0132354,146.6850587,-37.9714491,146.753079,-38.0819819,146.5801052,True
Craigieburn,VIC,3064,-37.5424079,144.9391595,-37.5020666,145.028393,-37.641399,144.8483299,False
Cranbourne,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Cranbourne East,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Cranbourne North,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Cranbourne South,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Creek Junction,VIC,3669,-36.6078959,145.7133909,-36.4355856,145.9821018,-36.9396209,145.5315639,True
Creightons Creek,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Cremorne,VIC,3121,-37.8203499,144.9997396,-37.8096049,145.0283558,-37.8345224,144.9879286,False
Cressy,VIC,3322,-38.0526438,143.6285244,-37.971629,143.7522353,-38.107104,143.57802,True
Creswick,VIC,3363,-37.409312,143.8780526,-37.2800229,144.091034,-37.4824779,143.6658328,True
Creswick North,VIC,3363,-37.409312,143.8780526,-37.2800229,144.091034,-37.4824779,143.6658328,True
Crib Point,VIC,3919,-38.3534427,145.1983055,-38.338662,145.2262662,-38.3754161,145.1815419,False
Crooked River,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Cross Keys,VIC,3041,-37.7306079,144.9006313,-37.7092433,144.934666,-37.7445259,144.888478,False
Crossley,VIC,3283,-38.2179522,142.2337184,-38.1134902,142.463786,-38.3609127,142.1337169,True
Crossover,VIC,3821,-38.0844084,146.002705,-38.031435,146.1405073,-38.3308121,145.850134,True
Croydon,VIC,3136,-37.7983502,145.2811778,-37.7618451,145.3088374,-37.8217825,145.2541592,False
Croydon Hills,VIC,3136,-37.7983502,145.2811778,-37.7618451,145.3088374,-37.8217825,145.2541592,False
Croydon North,VIC,3136,-37.7983502,145.2811778,-37.7618451,145.3088374,-37.8217825,145.2541592,False
Croydon South,VIC,3136,-37.7983502,145.2811778,-37.7618451,145.3088374,-37.8217825,145.2541592,False
Crymelon,VIC,3393,-36.2167744,142.4039296,-35.9812429,142.7336139,-36.432302,142.1283736,True
Cudgee,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Cudgewa,VIC,3705,-36.1622621,147.8026919,-36.0429336,147.9208142,-36.2595084,147.6953716,True
Culgoa,VIC,3530,-35.7166782,143.1534436,-35.6472086,143.3437335,-35.8175269,142.9141689,True
Culla,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505,True
Cullen,VIC,3568,-35.8021206,144.215646,-35.6691622,144.3866807,-35.9494723,144.0322766,True
Cullulleraine,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025,True
Cundare,VIC,3251,-38.1418099,143.6718623,-38.0518849,143.7687709,-38.2401399,143.4807871,True
Cundare North,VIC,3251,-38.1418099,143.6718623,-38.0518849,143.7687709,-38.2401399,143.4807871,True
Curdievale,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807,True
Curlewis,VIC,3222,-38.2049453,144.5875645,-38.1347038,144.6491959,-38.2668581,144.461378,True
Curyo,VIC,3483,-35.9221523,142.8312661,-35.757484,143.181771,-36.0868104,142.6007721,True
Dadswells Bridge,VIC,3385,-36.9066682,142.6600232,-36.69031,142.7824239,-37.0526529,142.4198366,True
Daisy Hill,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Dales Creek,VIC,3341,-37.5934691,144.3248554,-37.4858089,144.4200213,-37.6865798,144.2654122,True
Dallas,VIC,3047,-37.6763574,144.9336544,-37.6630949,144.9570019,-37.6946801,144.9026398,False
Dalmore,VIC,3981,-38.1825837,145.5912693,-38.1339949,145.7447137,-38.271783,145.3895529,True
Daltons Bridge,VIC,3568,-35.8021206,144.215646,-35.6691622,144.3866807,-35.9494723,144.0322766,True
Dalyston,VIC,3992,-38.5123976,145.6023644,-38.47033,145.6475666,-38.5968058,145.5084685,True
Dandenong,VIC,3175,-38.0191689,145.2148736,-37.9377931,145.2519932,-38.0721448,145.1335121,False
Dandenong North,VIC,3175,-38.0191689,145.2148736,-37.9377931,145.2519932,-38.0721448,145.1335121,False
Dandenong South,VIC,3175,-38.0191689,145.2148736,-37.9377931,145.2519932,-38.0721448,145.1335121,False
Dargo,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Darlimurla,VIC,3871,-38.4049813,146.1812023,-38.2667129,146.3036658,-38.5859451,146.0163904,True
Darling,VIC,3145,-37.8763981,145.0548502,-37.8634725,145.0922014,-37.8929763,145.0345909,False
Darling South,VIC,3145,-37.8763981,145.0548502,-37.8634725,145.0922014,-37.8929763,145.0345909,False
Darlington,VIC,3271,-37.9185598,143.0029169,-37.7522759,143.1670416,-38.0636437,142.898084,True
Darnum,VIC,3822,-38.1797383,146.0361469,-38.1435606,146.0709913,-38.2678189,145.9577832,True
Darraweit Guim,VIC,3756,-37.4071549,144.9832134,-37.3581238,145.1011371,-37.4753364,144.80262,True
Daylesford,VIC,3460,-37.3405241,144.1610974,-37.2943371,144.1918411,-37.385503,144.08274,True
Dean,VIC,3363,-37.409312,143.8780526,-37.2800229,144.091034,-37.4824779,143.6658328,True
Deans Marsh,VIC,3235,-38.455233,143.9324048,-38.355317,144.026127,-38.5240019,143.826987,True
Deep Lead,VIC,3385,-36.9066682,142.6600232,-36.69031,142.7824239,-37.0526529,142.4198366,True
Deepdene,VIC,3103,-37.8090918,145.0769045,-37.8007926,145.1048803,-37.8186115,145.059727,False
Deer Park,VIC,3023,-37.7687064,144.7521888,-37.7033042,144.8059178,-37.7960464,144.716344,False
Delacombe,VIC,3356,-37.5881949,143.8183092,-37.5666878,143.850659,-37.6236009,143.78023,True
Delahey,VIC,3037,-37.6940036,144.7521888,-37.6629586,144.7932906,-37.7279638,144.7247372,False
Delburn,VIC,3871,-38.4049813,146.1812023,-38.2667129,146.3036658,-38.5859451,146.0163904,True
Dendy,VIC,3186,-37.9044002,144.9997396,-37.8832734,145.0086799,-37.9327881,144.980034,False
Dennington,VIC,3280,-38.3603292,142.4678659,-38.326496,142.557256,-38.4131665,142.4049749,True
Derby,VIC,3516,-36.6251143,144.0194472,-36.5095689,144.150792,-36.7202278,143.883077,True
Derrimut,VIC,3030,-37.938058,144.6753231,-37.7813987,144.8080931,-38.0063858,144.4440773,False
Derrinal,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574,True
Derrinallum,VIC,3325,-37.9076784,143.1749726,-37.7306892,143.304088,-38.095839,143.0723218,True
Devenish,VIC,3726,-36.3378842,146.002705,-36.2550516,146.1314308,-36.3991098,145.8310642,True
Devils River,VIC,3714,-37.1872994,145.6245586,-37.0443318,145.8923062,-37.4183909,145.5520401,True
Devon Meadows,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Dewhurst,VIC,3808,-37.999986,145.4360858,-37.959327,145.4859239,-38.0264499,145.3758416,False
Dhurringile,VIC,3610,-36.5881288,145.2480193,-36.4989479,145.333616,-36.6943318,145.1317093,True
Diamond Creek,VIC,3089,-37.6666174,145.1541397,-37.6305415,145.182408,-37.6911739,145.1220511,False
Digby,VIC,3309,-37.7888212,141.5360368,-37.7594768,141.618096,-37.8674669,141.4454969,True
Diggers Rest,VIC,3427,-37.6153848,144.6862995,-37.5629146,144.778861,-37.6648517,144.623507,False
Diggora,VIC,3561,-36.3317046,144.6533747,-36.2250467,144.931908,-36.443,144.4318729,True
Dimboola,VIC,3414,-36.314886,142.0639245,-36.1711084,142.1983129,-36.4979032,141.8727159,True
Dingee,VIC,3571,-36.3797092,144.1283863,-36.3028979,144.3440937,-36.4728648,144.031967,True
Dingley Village,VIC,3172,-37.9772192,145.1320653,-37.959242,145.1619903,-37.9908818,145.109249,False
Dinner Plain,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969,True
Dixons Creek,VIC,3775,-37.6158673,145.3807298,-37.5262146,145.472412,-37.7166978,145.2563542,False
Docklands,VIC,3005,-37.8227336,144.9525797,-37.8212741,144.955992,-37.823734,144.9483607,False
Docklands,VIC,3008,-37.8170652,144.9419122,-37.8092488,144.9551622,-37.8270228,144.920056,False
Doctors Flat,VIC,3895,-37.3755587,147.848103,-37.2495405,148.0012882,-37.4617874,147.7112131,True
Dollar,VIC,3871,-38.4049813,146.1812023,-38.2667129,146.3036658,-38.5859451,146.0163904,True
Don Valley,VIC,3139,-37.8251456,145.5579927,-37.6996821,145.6863123,-37.9189939,145.4041549,True
Donald,VIC,3480,-36.3286415,142.9170407,-36.1058845,143.2072699,-36.5628149,142.631545,True
Doncaster,VIC,3108,-37.7865824,145.1210303,-37.7672669,145.1453278,-37.7987985,145.0996544,False
Doncaster East,VIC,3109,-37.7883929,145.1541397,-37.7491203,145.184237,-37.8024899,145.142325,False
Doncaster Heights,VIC,3109,-37.7883929,145.1541397,-37.7491203,145.184237,-37.8024899,145.142325,False
Donnybrook,VIC,3064,-37.5424079,144.9391595,-37.5020666,145.028393,-37.641399,144.8483299,False
Donvale,VIC,3111,-37.7901921,145.1872619,-37.7616406,145.2213053,-37.8117661,145.1677606,False
Dooboobetic,VIC,3478,-37.0021242,143.2827118,-36.341758,143.4337679,-37.141114,143.1054241,True
Dookie,VIC,3646,-36.2251044,145.7133909,-36.128789,145.8256416,-36.4569625,145.6314638,True
Dookie College,VIC,3647,-36.3969441,145.6967281,-36.374605,145.7333739,-36.4156009,145.6726941,True
Doreen,VIC,3754,-37.5963626,145.1265477,-37.5673555,145.1869361,-37.6269441,145.0504069,False
Double Bridges,VIC,3893,-37.4768667,147.8026919,-37.390501,147.9886685,-37.6660384,147.6079441,True
Douglas,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098,True
Doveton,VIC,3177,-37.9957951,145.2424941,-37.9656647,145.2544199,-38.0036517,145.2265705,False
Dreeite South,VIC,3249,-38.36853,143.4338092,-38.0913319,143.8065869,-38.6938168,143.2761542,True
Driffield,VIC,3840,-38.2671612,146.4495924,-38.1560624,146.5352399,-38.421609,146.2581438,True
Drik Drik,VIC,3304,-37.9678788,141.3889736,-37.7693681,142.0308501,-38.2254801,140.9671329,True
Dromana,VIC,3936,-38.3352183,144.9942305,-38.3021201,145.0646621,-38.3798301,144.9372492,False
Dropmore,VIC,3660,-37.0435482,145.2480193,-36.885474,145.543928,-37.2119387,144.9590299,True
Drouin,VIC,3818,-38.1155251,145.8690603,-37.9731226,145.9412411,-38.2823538,145.7222112,True
Drouin East,VIC,3818,-38.1155251,145.8690603,-37.9731226,145.9412411,-38.2823538,145.7222112,True
Drouin South,VIC,3818,-38.1155251,145.8690603,-37.9731226,145.9412411,-38.2823538,145.7222112,True
Drouin West,VIC,3818,-38.1155251,145.8690603,-37.9731226,145.9412411,-38.2823538,145.7222112,True
Drumanure,VIC,3636,-36.102425,145.5136433,-36.0137909,145.6521439,-36.1992934,145.3317939,True
Drumborg,VIC,3304,-37.9678788,141.3889736,-37.7693681,142.0308501,-38.2254801,140.9671329,True
Drumcondra,VIC,3215,-38.1083132,144.3357845,-38.0768499,144.3664888,-38.1327629,144.304978,True
Drummartin,VIC,3570,-36.469814,144.3904526,-36.3851832,144.4804386,-36.6182718,144.0443009,True
Drummond,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Drummond North,VIC,3446,-37.1840298,144.3576473,-37.1347269,144.438436,-37.2242149,144.2556289,True
Dry Diggings,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Drysdale,VIC,3222,-38.2049453,144.5875645,-38.1347038,144.6491959,-38.2668581,144.461378,True
Duchembegarra,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098,True
Dumbalk,VIC,3956,-38.675332,145.8690603,-38.4812148,146.2132479,-38.91061,145.7333853,True
Dumbalk North,VIC,3956,-38.675332,145.8690603,-38.4812148,146.2132479,-38.91061,145.7333853,True
Dunach,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Dundonnell,VIC,3271,-37.9185598,143.0029169,-37.7522759,143.1670416,-38.0636437,142.898084,True
Dunkeld,VIC,3294,-37.6658132,142.318772,-37.3452314,142.4819932,-37.8637142,142.1268979,True
Dunkirk,VIC,3630,-36.4615673,145.5579927,-36.3207199,145.6677833,-36.520717,145.3519059,True
Dunluce,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
Dunneworthy,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Dunolly,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
Durdidwarrah,VIC,3342,-37.6114047,144.215646,-37.4360522,144.370466,-37.8439679,144.1301249,True
Durham Lead,VIC,3352,-37.7122033,143.8671868,-37.1152091,144.1788786,-38.0220729,143.455862,True
Durham Ox,VIC,3576,-36.1415403,143.9324048,-36.0412689,143.9944219,-36.1988398,143.829071,True
Dutson,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
Dutson Downs,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
Dutton Way,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893,True
Duverney,VIC,3323,-38.0061194,143.4986586,-37.9078956,143.5947263,-38.0913319,143.4167801,True
Eagle Point,VIC,3878,-37.9067566,147.6779106,-37.856927,147.7454948,-37.934182,147.650708,True
Eaglehawk,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Eaglehawk North,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Eaglemont,VIC,3084,-37.7436031,145.0769045,-37.7269902,145.1089473,-37.770323,145.051212,False
Earlston,VIC,3669,-36.6078959,145.7133909,-36.4355856,145.9821018,-36.9396209,145.5315639,True
East Bairnsdale,VIC,3875,-37.6874281,147.5532762,-37.2049709,147.8452944,-38.073053,147.3006548,True
East Bendigo,VIC,3550,-36.7665875,144.2920769,-36.7124378,144.3495606,-36.8152569,144.2375398,True
East Geelong,VIC,3219,-38.176358,144.3849841,-38.143366,144.4070034,-38.2147909,144.364281,True
East Gippsland,VIC,3888,-37.2474912,148.6458369,-36.8892729,149.0530703,-37.8307056,148.1455059,True
East Melbourne,VIC,3002,-37.8161444,144.9804594,-37.8077279,144.9913306,-37.8231188,144.9713629,False
East Sale,VIC,3852,-38.1054124,147.1407852,-38.0899869,147.1667254,-38.118155,147.1144858,True
East Warburton,VIC,3799,-37.6990844,145.8023118,-37.5620197,146.0200569,-37.8297651,145.6010987,True
Eastern View,VIC,3231,-38.451657,144.0521131,-38.4064909,144.1309095,-38.497365,143.9800208,True
Eastville,VIC,3463,-36.9483008,143.9759139,-36.776202,144.227466,-37.0751249,143.8462136,True
Ebden,VIC,3691,-36.2373927,146.9661233,-35.9427546,147.7366133,-36.6719811,146.7024615,True
Echuca,VIC,3564,-36.1149809,144.6314321,-35.9332286,144.9328556,-36.2487,144.2762737,True
Echuca South,VIC,3564,-36.1149809,144.6314321,-35.9332286,144.9328556,-36.2487,144.2762737,True
Echuca Village,VIC,3564,-36.1149809,144.6314321,-35.9332286,144.9328556,-36.2487,144.2762737,True
Echuca West,VIC,3564,-36.1149809,144.6314321,-35.9332286,144.9328556,-36.2487,144.2762737,True
Ecklin South,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Eddington,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
Eden Park,VIC,3757,-37.4666309,145.1596592,-37.4017502,145.3474518,-37.544953,145.0421828,False
Edenhope,VIC,3318,-37.0613621,141.3050851,-36.8018561,141.599394,-37.249133,140.9716005,True
Edgecombe,VIC,3444,-37.1335012,144.5656396,-36.888878,144.7352175,-37.364811,144.2901019,True
Edithvale,VIC,3196,-38.048116,145.1210303,-38.0253839,145.1445673,-38.0732517,145.1043467,False
Eildon,VIC,3713,-37.3038068,145.9804173,-37.1116877,146.1860038,-37.534823,145.8444128,True
Elaine,VIC,3334,-37.7625944,144.0630048,-37.6583519,144.1904169,-37.8276265,143.9128481,True
Eldorado,VIC,3746,-36.3225392,146.5280168,-36.264185,146.6355362,-36.3589059,146.472446,True
Elingamite,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044,True
Elingamite North,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044,True
Elizabeth Island,VIC,3921,-38.3489348,145.3364703,-38.2818044,145.5035891,-38.4200486,145.2656378,True
Elliminyt,VIC,3250,-38.3313559,143.5852111,-38.2638101,143.629377,-38.400588,143.5263239,True
Ellinbank,VIC,3821,-38.0844084,146.002705,-38.031435,146.1405073,-38.3308121,145.850134,True
Elmhurst,VIC,3469,-37.1727781,143.2395973,-37.0610457,143.3742504,-37.2938502,143.1510501,True
Elmore,VIC,3558,-36.4802144,144.5875645,-36.4065925,144.7368635,-36.5986015,144.4300634,True
Elphinstone,VIC,3448,-37.0470063,144.3685809,-36.9440003,144.492278,-37.149895,144.29711,True
Elsternwick,VIC,3185,-37.8862009,145.0080039,-37.8742884,145.01631,-37.900524,144.9911549,False
Eltham,VIC,3095,-37.7049998,145.1706992,-37.6860771,145.2123868,-37.7408903,145.1276788,False
Eltham North,VIC,3095,-37.7049998,145.1706992,-37.6860771,145.2123868,-37.7408903,145.1276788,False
Elwood,VIC,3184,-37.878722,144.9859676,-37.8703013,144.997052,-37.8917366,144.974464,False
Emerald,VIC,3782,-37.9137981,145.4582381,-37.8516969,145.529022,-37.9829829,145.3821679,False
Emu,VIC,3475,-36.6942531,143.5202874,-36.5545409,143.640304,-36.9180719,143.370013,True
Endeavour Hills,VIC,3802,-37.9780214,145.2590707,-37.9418905,145.2825049,-37.9961179,145.229194,False
Englefield,VIC,3407,-37.2543103,141.8100218,-37.1134339,142.007797,-37.457812,141.606461,True
Ensay,VIC,3895,-37.3755587,147.848103,-37.2495405,148.0012882,-37.4617874,147.7112131,True
Ensay North,VIC,3895,-37.3755587,147.848103,-37.2495405,148.0012882,-37.4617874,147.7112131,True
Eppalock,VIC,3551,-36.8021738,144.4779988,-36.5442999,144.8218411,-36.971224,143.6787928,True
Epping,VIC,3076,-37.6341341,145.016269,-37.615294,145.0661929,-37.6614329,144.9527932,False
Errinundra,VIC,3889,-37.609984,148.8289611,-37.2980157,149.1688144,-37.7899636,148.5995638,True
Esmond,VIC,3730,-36.0520717,145.8913207,-35.9524772,146.2168699,-36.134105,145.759846,True
Essendon,VIC,3040,-37.7493029,144.9006313,-37.7373279,144.9350492,-37.7658044,144.8770649,False
Essendon Fields,VIC,3041,-37.7306079,144.9006313,-37.7092433,144.934666,-37.7445259,144.888478,False
Essendon North,VIC,3041,-37.7306079,144.9006313,-37.7092433,144.934666,-37.7445259,144.888478,False
Essendon West,VIC,3040,-37.7493029,144.9006313,-37.7373279,144.9350492,-37.7658044,144.8770649,False
Eumemmerring,VIC,3177,-37.9957951,145.2424941,-37.9656647,145.2544199,-38.0036517,145.2265705,False
Eurack,VIC,3251,-38.1418099,143.6718623,-38.0518849,143.7687709,-38.2401399,143.4807871,True
Eureka,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991,True
Eurobin,VIC,3739,-36.6332007,146.8423556,-36.591535,146.8948115,-36.6804849,146.7858214,True
Evansford,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Eversley,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Exford,VIC,3338,-37.7810237,144.5437205,-37.6856667,144.6210008,-37.840816,144.4755394,False
Eynesbury,VIC,3338,-37.7810237,144.5437205,-37.6856667,144.6210008,-37.840816,144.4755394,False
Fairbank,VIC,3951,-38.5195374,145.7356129,-38.3492101,145.9450023,-38.5776598,145.6738366,True
Fairfield,VIC,3078,-37.7824868,145.0190242,-37.7651879,145.0452671,-37.8036746,145.0011352,False
Fairhaven,VIC,3231,-38.451657,144.0521131,-38.4064909,144.1309095,-38.497365,143.9800208,True
Fairy Dell,VIC,3561,-36.3317046,144.6533747,-36.2250467,144.931908,-36.443,144.4318729,True
Falls Creek,VIC,3699,-36.8124613,147.3270485,-36.7151053,147.462817,-36.9401293,147.1433463,True
Faraday,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Fawcett,VIC,3714,-37.1872994,145.6245586,-37.0443318,145.8923062,-37.4183909,145.5520401,True
Fawkner,VIC,3060,-37.6969273,144.9666905,-37.689425,144.9825184,-37.7202051,144.9562841,False
Fentons Creek,VIC,3518,-36.424265,143.6068646,-36.1794759,143.913473,-36.6789049,143.384895,True
Ferguson,VIC,3237,-38.6505708,143.4554195,-38.5689409,143.6795929,-38.7729889,143.1723589,True
Fern Hill,VIC,3458,-37.459275,144.3685809,-37.333783,144.4724194,-37.6136337,144.2527144,True
Fernbank,VIC,3864,-37.8199648,147.304453,-37.7047155,147.3888949,-37.943743,147.2646768,True
Ferndale,VIC,3821,-38.0844084,146.002705,-38.031435,146.1405073,-38.3308121,145.850134,True
Fernihurst,VIC,3518,-36.424265,143.6068646,-36.1794759,143.913473,-36.6789049,143.384895,True
Fernshaw,VIC,3778,-37.553614,145.6467583,-37.460568,145.7302719,-37.6529609,145.550409,True
Ferntree Gully,VIC,3156,-37.9368007,145.3032906,-37.8670473,145.336514,-37.967844,145.2438741,False
Ferny Creek,VIC,3786,-37.8759058,145.3309395,-37.86065,145.348256,-37.8903339,145.3201589,False
Fingal,VIC,3939,-38.4218526,144.8951287,-38.3494372,144.9552767,-38.4999344,144.8298611,False
Fish Creek,VIC,3959,-38.760009,146.0696009,-38.649467,146.1879139,-38.8648749,145.9834399,True
Fish Point,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829,True
Fiskville,VIC,3342,-37.6114047,144.215646,-37.4360522,144.370466,-37.8439679,144.1301249,True
Fitzroy,VIC,3065,-37.7974551,144.9804594,-37.7929129,144.9851429,-37.8089216,144.973188,False
Fitzroy North,VIC,3068,-37.7885749,144.9887218,-37.7730008,145.0085372,-37.7956241,144.9757399,False
Flaggy Creek,VIC,3875,-37.6874281,147.5532762,-37.2049709,147.8452944,-38.073053,147.3006548,True
Flagstaff,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Flemington,VIC,3031,-37.790896,144.9198932,-37.7793902,144.9402547,-37.8023619,144.9026088,False
Flinders,VIC,3929,-38.4574538,144.9721978,-38.413407,145.0363941,-38.4995908,144.9133731,False
Flowerdale,VIC,3717,-37.3030137,145.402868,-37.0910529,145.6923969,-37.4883239,145.2236371,True
Flynns Creek,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Footscray,VIC,3011,-37.7960195,144.9006313,-37.7863629,144.916504,-37.8152953,144.8792799,False
